Cuenta,Tipo de Documento,Identificacion Cliente,Nombre Cliente,Documento Afectado,Fecha emision,Fecha Vencimiento,Suma de Edad Cartera,Suma de Saldo Total Cartera,email
13050502,FVA ,900434009,MACROTICS SAS,36871,2022/09/13,2022/10/13,21," $  508.941,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,38095,2022/09/22,2022/10/22,12," $  181.227,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,38591,2022/10/06,2022/11/05,-2," $  86.000,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,38592,2022/10/06,2022/11/05,-2," $  94.000,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,38593,2022/10/06,2022/11/05,-2," $  78.900,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,38946,2022/10/09,2022/11/08,-5," $  288.042,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,39421,2022/10/12,2022/11/11,-8," $  93.800,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,39826,2022/10/16,2022/11/15,-12," $  135.934,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,40175,2022/10/20,2022/11/19,-16," $  377.894,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,40657,2022/10/26,2022/11/25,-22," $  355.120,00 ",aux_contable2@macrotics.com
13050502,FVA ,900434009,MACROTICS SAS,40658,2022/10/26,2022/11/25,-22," $  389.474,00 ",aux_contable2@macrotics.com
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39056,2022/10/10,2022/11/09,-6," $  485.974,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39059,2022/10/10,2022/11/09,-6," $  102.168,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39060,2022/10/10,2022/11/09,-6," $  107.900,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39062,2022/10/10,2022/11/09,-6," $  354.348,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39064,2022/10/10,2022/11/09,-6," $  231.600,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39065,2022/10/10,2022/11/09,-6," $  412.749,80 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39066,2022/10/10,2022/11/09,-6," $  55.900,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39069,2022/10/10,2022/11/09,-6," $  432.009,27 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39071,2022/10/10,2022/11/09,-6," $  219.634,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39073,2022/10/10,2022/11/09,-6," $  192.807,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39083,2022/10/10,2022/11/09,-6," $  1.758.326,50 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39087,2022/10/10,2022/11/09,-6," $  504.552,18 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39089,2022/10/10,2022/11/09,-6," $  375.771,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39093,2022/10/10,2022/11/09,-6," $  193.000,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39094,2022/10/10,2022/11/09,-6," $  500.835,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39096,2022/10/10,2022/11/09,-6," $  1.389.600,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39103,2022/10/11,2022/11/10,-7," $  207.727,83 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39105,2022/10/11,2022/11/10,-7," $  651.375,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39106,2022/10/11,2022/11/10,-7," $  1,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39529,2022/10/13,2022/11/12,-9," $  563.656,50 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39530,2022/10/13,2022/11/12,-9," $  792.907,69 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39602,2022/10/13,2022/11/12,-9," $  182.192,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39603,2022/10/13,2022/11/12,-9," $  393.141,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,39605,2022/10/13,2022/11/12,-9," $  254.567,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40115,2022/10/20,2022/11/19,-16," $  1.042.200,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40116,2022/10/20,2022/11/19,-16," $  207.000,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40117,2022/10/20,2022/11/19,-16," $  210.355,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40118,2022/10/20,2022/11/19,-16," $  279.500,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40119,2022/10/20,2022/11/19,-16," $  341.811,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40120,2022/10/20,2022/11/19,-16," $  294.500,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40121,2022/10/20,2022/11/19,-16," $  480.000,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40122,2022/10/20,2022/11/19,-16," $  257.700,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40123,2022/10/20,2022/11/19,-16," $  63.900,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40124,2022/10/20,2022/11/19,-16," $  277.950,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40125,2022/10/20,2022/11/19,-16," $  649.000,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40126,2022/10/20,2022/11/19,-16," $  1.218.000,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40127,2022/10/20,2022/11/19,-16," $  126.900,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40129,2022/10/20,2022/11/19,-16," $  171.800,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40130,2022/10/20,2022/11/19,-16," $  94.900,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40132,2022/10/20,2022/11/19,-16," $  323.685,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40133,2022/10/20,2022/11/19,-16," $  424.500,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40135,2022/10/20,2022/11/19,-16," $  271.600,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40315,2022/10/21,2022/11/20,-17," $  175.437,00 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40316,2022/10/21,2022/11/20,-17," $  317.967,50 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40317,2022/10/21,2022/11/20,-17," $  1.102.126,50 ",alejandro.ramirez@madecentro.co
13050502,FVA ,811028650,MADECENTRO COLOMBIA S.A.S. ,40318,2022/10/21,2022/11/20,-17," $  250.849,81 ",alejandro.ramirez@madecentro.co
13050502,FVA ,900140127,MANTUM S.A.S,37857,2022/09/20,2022/10/20,14," $  20.034,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,38670,2022/10/06,2022/11/05,-2," $  324.240,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,38671,2022/10/06,2022/11/05,-2," $  324.240,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,39021,2022/10/09,2022/11/08,-5," $  724.908,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,39022,2022/10/09,2022/11/08,-5," $  144.000,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,39023,2022/10/09,2022/11/08,-5," $  185.280,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,40261,2022/10/21,2022/11/20,-17," $  1.657.870,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,40262,2022/10/21,2022/11/20,-17," $  602.160,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,40263,2022/10/21,2022/11/20,-17," $  331.574,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,40422,2022/10/22,2022/11/21,-18," $  880.080,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,40423,2022/10/22,2022/11/21,-18," $  125.700,00 ",facturacion@mantum.com.co
13050502,FVA ,900140127,MANTUM S.A.S,40424,2022/10/22,2022/11/21,-18," $  48.000,00 ",facturacion@mantum.com.co
13050502,FVA ,900265584,MAREAUTO COLOMBIA SAS,40324,2022/10/21,2022/11/20,-17," $  510.492,72 ",facturaselectronicas@avis.com.co
13050502,FVA ,900265584,MAREAUTO COLOMBIA SAS,40342,2022/10/22,2022/11/21,-18," $  263.155,50 ",facturaselectronicas@avis.com.co
13050502,FVA ,901017588,MARIAGRO S A S,39109,2022/10/11,2022/11/10,-7," $  1.136.000,00 ",Unionutaya@gmail.com
13050502,FVA ,830122431,MARKETING SERVICES DE COLOMBIA SAS,39850,2022/10/16,2022/11/15,-12," $  81.000,00 ",mjcastro@mkscolombia.com
13050502,FVA ,830122431,MARKETING SERVICES DE COLOMBIA SAS,39851,2022/10/16,2022/11/15,-12," $  156.330,00 ",mjcastro@mkscolombia.com
13050502,FVA ,830013069,MEDECINS DU MONDE MEDICOS DEL MUNDO,37812,2022/09/20,2022/10/20,14," $  219.730,50 ",Log3.bogota.colombia@medecinsdumonde.net
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,33367,2022/08/01,2022/08/31,64," $  133.800,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,34583,2022/08/18,2022/09/17,47," $  80.900,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,34586,2022/08/18,2022/09/17,47," $  40.900,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,34700,2022/08/19,2022/09/18,46," $  129.800,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,37860,2022/09/20,2022/10/20,14," $  249.800,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,38673,2022/10/07,2022/11/06,-3," $  1.263.281,50 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,40264,2022/10/21,2022/11/20,-17," $  191.800,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,40265,2022/10/21,2022/11/20,-17," $  287.700,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,40266,2022/10/21,2022/11/20,-17," $  84.216,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,40267,2022/10/21,2022/11/20,-17," $  304.291,00 ",jhon.castano@mc.net.co
13050502,FVA ,819006966,MEDIA COMMERCE PARTNERS SAS,40268,2022/10/21,2022/11/20,-17," $  191.800,00 ",jhon.castano@mc.net.co
13050502,FVA ,900532472,MEDILIFE IPS SAS,29726,2022/06/14,2022/07/14,112," $  121.800,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,31259,2022/07/06,2022/08/05,90," $  132.900,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,31260,2022/07/06,2022/08/05,90," $  130.000,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,31261,2022/07/06,2022/08/05,90," $  121.800,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,31262,2022/07/06,2022/08/05,90," $  198.018,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,31263,2022/07/06,2022/08/05,90," $  110.900,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,31264,2022/07/06,2022/08/05,90," $  118.895,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,32799,2022/07/22,2022/08/21,74," $  46.900,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,32804,2022/07/22,2022/08/21,74," $  121.800,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,32805,2022/07/22,2022/08/21,74," $  131.800,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,33539,2022/08/02,2022/09/01,63," $  73.900,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,33555,2022/08/02,2022/09/01,63," $  75.900,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,35330,2022/09/03,2022/10/03,31," $  254.374,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,36531,2022/09/09,2022/10/09,25," $  124.169,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,900532472,MEDILIFE IPS SAS,36532,2022/09/09,2022/10/09,25," $  75.900,00 ",direccionfinanciera@smerchz.com
13050502,FVA ,800042867,METALTECO SAS,40659,2022/10/26,2022/11/25,-22," $  625.320,00 ",recepcionfacturas@metalteco.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35331,2022/09/03,2022/10/03,31," $  72.900,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35332,2022/09/03,2022/10/03,31," $  390.342,50 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35333,2022/09/03,2022/10/03,31," $  183.157,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35334,2022/09/03,2022/10/03,31," $  234.205,50 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35473,2022/09/04,2022/10/04,30," $  46.000,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35474,2022/09/04,2022/10/04,30," $  199.465,50 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35715,2022/09/05,2022/10/05,29," $  366.653,68 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35716,2022/09/05,2022/10/05,29," $  242.169,63 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,35717,2022/09/05,2022/10/05,29," $  94.554,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,36533,2022/09/09,2022/10/09,25," $  46.900,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,36813,2022/09/12,2022/10/12,22," $  175.437,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,37534,2022/09/16,2022/10/16,18," $  62.900,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,38350,2022/09/29,2022/10/29,5," $  104.000,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,38351,2022/09/29,2022/10/29,5," $  97.800,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,38352,2022/09/29,2022/10/29,5," $  41.900,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,38754,2022/10/08,2022/11/07,-4," $  75.000,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,38755,2022/10/08,2022/11/07,-4," $  55.000,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,39670,2022/10/15,2022/11/14,-11," $  273.674,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,39803,2022/10/16,2022/11/15,-12," $  190.780,50 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,40057,2022/10/20,2022/11/19,-16," $  69.850,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,900279151,METROLOGIC COLOMBIA S.A.S,40624,2022/10/26,2022/11/25,-22," $  41.900,00 ",auxcontabilidadmetrologic@gmail.com
13050502,FVA ,80222117,MIGUEL ANGEL VALLEJO BURGOS,34701,2022/08/19,2022/09/18,46," $  101.800,00 ",licitacionesvc@gmail.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19657,2022/01/20,2022/02/19,257," $  217.704,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19658,2022/01/20,2022/02/19,257," $  149.700,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19659,2022/01/20,2022/02/19,257," $  235.942,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19680,2022/01/21,2022/02/20,256," $  298.185,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19682,2022/01/21,2022/02/20,256," $  113.700,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19685,2022/01/21,2022/02/20,256," $  52.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19689,2022/01/21,2022/02/20,256," $  51.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19692,2022/01/21,2022/02/20,256," $  87.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19695,2022/01/21,2022/02/20,256," $  43.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,19697,2022/01/21,2022/02/20,256," $  48.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,20259,2022/01/28,2022/02/27,249," $  154.014,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,20580,2022/02/03,2022/03/05,243," $  100.640,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,20594,2022/02/03,2022/03/05,243," $  123.600,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,20629,2022/02/03,2022/03/05,243," $  485.491,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,20630,2022/02/03,2022/03/05,243," $  485.491,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,21567,2022/02/17,2022/03/19,229," $  47.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,21577,2022/02/17,2022/03/19,229," $  105.120,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,22141,2022/02/25,2022/03/27,221," $  256.014,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,22418,2022/03/03,2022/04/02,215," $  80.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,22440,2022/03/03,2022/04/02,215," $  94.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,22771,2022/03/07,2022/04/06,211," $  173.603,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,23019,2022/03/11,2022/04/10,207," $  105.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,23686,2022/03/23,2022/04/22,195," $  281.683,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,23806,2022/03/24,2022/04/23,194," $  30.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,23816,2022/03/24,2022/04/23,194," $  65.780,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,24561,2022/04/05,2022/05/05,182," $  45.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,24562,2022/04/05,2022/05/05,182," $  153.338,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,24563,2022/04/05,2022/05/05,182," $  84.600,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,24564,2022/04/05,2022/05/05,182," $  64.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,24565,2022/04/05,2022/05/05,182," $  97.800,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,24566,2022/04/05,2022/05/05,182," $  165.787,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,25572,2022/04/18,2022/05/18,169," $  44.950,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,25573,2022/04/18,2022/05/18,169," $  73.934,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,25574,2022/04/18,2022/05/18,169," $  39.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,25575,2022/04/18,2022/05/18,169," $  391.693,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,26516,2022/05/03,2022/06/02,154," $  47.900,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,26517,2022/05/03,2022/06/02,154," $  255.242,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,26566,2022/05/03,2022/06/02,154," $  63.800,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,26567,2022/05/03,2022/06/02,154," $  240.767,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,28279,2022/05/23,2022/06/22,134," $  572.148,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,28280,2022/05/23,2022/06/22,134," $  178.042,50 ",contadora@montajesyprocesos.com
13050502,FVA ,900476299,MONTAJES Y PROCESOS M.P SAS ,28452,2022/05/24,2022/06/23,133," $  149.700,00 ",contadora@montajesyprocesos.com
13050502,FVA ,900695452,NASE COLOMBIA SAS,38756,2022/10/08,2022/11/07,-4," $  54.900,00 ",nase0029@gmail.com
13050502,FVA ,900695452,NASE COLOMBIA SAS,38894,2022/10/09,2022/11/08,-5," $  129.800,00 ",nase0029@gmail.com
13050502,FVA ,900695452,NASE COLOMBIA SAS,38895,2022/10/09,2022/11/08,-5," $  90.900,00 ",nase0029@gmail.com
13050502,FVA ,900695452,NASE COLOMBIA SAS,40058,2022/10/20,2022/11/19,-16," $  64.680,00 ",nase0029@gmail.com
13050502,FVA ,890903024,NAVITRANS SAS,38594,2022/10/06,2022/11/05,-2," $  890.000,00 ",narango@navitrans.com.co
13050502,FVA ,890903024,NAVITRANS SAS,38949,2022/10/09,2022/11/08,-5," $  59.120,00 ",narango@navitrans.com.co
13050502,FVA ,890903024,NAVITRANS SAS,38951,2022/10/09,2022/11/08,-5," $  837.523,50 ",narango@navitrans.com.co
13050502,FVA ,890903024,NAVITRANS SAS,39422,2022/10/12,2022/11/11,-8," $  171.152,40 ",narango@navitrans.com.co
13050502,FVA ,890903024,NAVITRANS SAS,39828,2022/10/16,2022/11/15,-12," $  228.203,20 ",narango@navitrans.com.co
13050502,FVA ,890903024,NAVITRANS SAS,40176,2022/10/20,2022/11/19,-16," $  228.203,20 ",narango@navitrans.com.co
13050502,FVA ,890903024,NAVITRANS SAS,40361,2022/10/22,2022/11/21,-18," $  342.304,80 ",narango@navitrans.com.co
13050502,FVA ,900408764,NEDIAR SAS,38595,2022/10/06,2022/11/05,-2," $  157.800,00 ",contabilidad@nediar.com
13050502,FVA ,900408764,NEDIAR SAS,38790,2022/10/08,2022/11/07,-4," $  99.900,00 ",contabilidad@nediar.com
13050502,FVA ,900408764,NEDIAR SAS,38952,2022/10/09,2022/11/08,-5," $  163.398,00 ",contabilidad@nediar.com
